order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit
2528,2022-08-07,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004209,6,4.0,6.0,4.0
2529,2023-08-29,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10001526,2,4.0,6.0,4.0
2530,2023-07-08,Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Paper,OFF-PA-10000788,2,2.0,8.0,2.0
2531,2022-07-30,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,OFF-PA-10000595,5,22.0,88.0,12.0
2532,2022-06-10,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,OFF-BI-10000829,4,8.0,12.0,8.0
2533,2023-10-28,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Office Supplies,Fasteners,OFF-FA-10002676,7,3.0,7.0,3.0
2534,2022-01-31,Standard Class,Corporate,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,TEC-AC-10000844,4,136.0,204.0,116.0
2535,2023-04-11,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10004459,6,540.0,1260.0,320.0
2536,2022-04-23,First Class,Corporate,United States,La Quinta,California,92253,West,Technology,Accessories,TEC-AC-10003499,4,25.0,25.0,25.0
2537,2023-08-23,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Furniture,Chairs,FUR-CH-10000513,2,90.0,90.0,70.0
2538,2023-02-26,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,TEC-PH-10000895,4,172.0,258.0,92.0
2539,2022-10-23,Second Class,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,TEC-PH-10002555,1,48.0,112.0,38.0
2540,2023-11-30,Same Day,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10003312,6,405.0,945.0,335.0
2541,2022-01-19,Same Day,Corporate,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10004086,3,140.0,560.0,30.0
2542,2022-12-08,Standard Class,Corporate,United States,Scottsdale,Arizona,85254,West,Furniture,Furnishings,FUR-FU-10002759,7,44.0,66.0,24.0
2543,2022-02-13,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10002191,3,28.0,112.0,18.0
2544,2023-06-21,Standard Class,Home Office,United States,Malden,Massachusetts,2148,East,Furniture,Bookcases,FUR-BO-10003450,3,51.0,119.0,41.0
2545,2023-09-15,Standard Class,Home Office,United States,Malden,Massachusetts,2148,East,Office Supplies,Labels,OFF-LA-10000248,4,3.0,7.0,3.0
2546,2023-06-27,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,OFF-ST-10004804,4,84.0,126.0,54.0
2547,2023-09-10,Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Bookcases,FUR-BO-10001337,1,40.0,60.0,20.0
2548,2023-11-16,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Art,OFF-AR-10002255,1,0.0,0.0,0.0
2549,2023-01-07,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,TEC-PH-10002624,5,564.0,1316.0,204.0
2550,2023-04-10,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10001878,8,93.0,217.0,43.0
2551,2023-03-07,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,OFF-LA-10000452,2,2.0,8.0,2.0
2552,2023-07-31,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,FUR-FU-10004665,6,164.0,656.0,94.0
2553,2022-04-30,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,OFF-BI-10000088,2,8.0,12.0,8.0
2554,2022-08-14,Standard Class,Home Office,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,OFF-PA-10000029,4,6.0,24.0,6.0
2555,2022-10-13,Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Phones,TEC-PH-10000369,7,284.0,426.0,244.0
2556,2023-12-14,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001590,2,20.0,30.0,10.0
2557,2022-08-19,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Furnishings,FUR-FU-10004909,8,25.0,25.0,15.0
2558,2023-06-04,Standard Class,Corporate,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,OFF-AP-10002287,2,5.0,5.0,5.0
2559,2022-11-30,Standard Class,Consumer,United States,Orem,Utah,84057,West,Furniture,Bookcases,FUR-BO-10004357,7,564.0,846.0,494.0
2560,2022-06-17,Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Labels,OFF-LA-10003766,5,8.0,12.0,8.0
2561,2022-02-06,Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Storage,OFF-ST-10000046,2,160.0,160.0,130.0
2562,2023-03-25,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Labels,OFF-LA-10003190,4,2.0,8.0,2.0
2563,2023-06-19,Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,OFF-PA-10002787,2,4.0,6.0,4.0
2564,2022-12-21,Second Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10000387,1,10.0,10.0,10.0
2565,2022-04-27,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10001291,2,9.0,21.0,-1.0
2566,2022-03-21,First Class,Consumer,United States,Bowling Green,Kentucky,42104,South,Technology,Accessories,TEC-AC-10003116,4,35.0,35.0,25.0
2567,2022-02-08,Second Class,Consumer,United States,Bellingham,Washington,98226,West,Office Supplies,Binders,OFF-BI-10001308,5,6.0,24.0,6.0
2568,2023-01-21,Second Class,Consumer,United States,Bellingham,Washington,98226,West,Furniture,Tables,FUR-TA-10003954,9,1335.0,1335.0,1205.0
2569,2022-12-03,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,OFF-ST-10003282,8,192.0,288.0,102.0
2570,2023-07-19,Same Day,Corporate,United States,Newark,Ohio,43055,East,Technology,Phones,TEC-PH-10000576,2,64.0,96.0,54.0
2571,2023-01-09,Same Day,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Art,OFF-AR-10004441,4,4.0,6.0,4.0
2572,2022-07-16,Standard Class,Home Office,United States,Woodstock,Illinois,60098,Central,Office Supplies,Art,OFF-AR-10003759,2,0.0,0.0,0.0
2573,2023-11-02,Second Class,Consumer,United States,Carrollton,Texas,75007,Central,Technology,Accessories,TEC-AC-10004145,7,700.0,700.0,570.0
2574,2022-12-20,Standard Class,Home Office,United States,Lafayette,Indiana,47905,Central,Furniture,Furnishings,FUR-FU-10000293,5,212.0,318.0,142.0
2575,2022-02-01,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,OFF-EN-10004955,3,6.0,14.0,6.0
2576,2022-01-20,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,OFF-BI-10001071,5,64.0,256.0,34.0
2577,2022-09-12,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,OFF-EN-10001990,2,4.0,6.0,4.0
2578,2022-03-20,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,OFF-AP-10002734,3,340.0,340.0,230.0
2579,2023-11-14,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,FUR-FU-10004587,3,18.0,42.0,8.0
2580,2023-05-27,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,OFF-ST-10004337,8,147.0,343.0,57.0
2581,2022-04-09,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,OFF-PA-10003072,3,10.0,10.0,10.0
2582,2023-07-20,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,OFF-PA-10000380,2,6.0,14.0,6.0
2583,2022-08-14,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,TEC-PH-10004833,13,48.0,112.0,28.0
2584,2023-03-27,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,FUR-FU-10001847,3,4.0,6.0,4.0
2585,2022-01-28,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,TEC-PH-10002103,2,38.0,152.0,18.0
2586,2023-09-25,Standard Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Envelopes,OFF-EN-10001137,2,4.0,6.0,4.0
2587,2023-07-01,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10001476,7,125.0,125.0,85.0
2588,2022-01-11,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10002045,1,10.0,10.0,10.0
2589,2022-07-23,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10001505,1,5.0,5.0,5.0
2590,2023-07-02,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10001433,3,100.0,150.0,50.0
2591,2022-11-03,Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Furnishings,FUR-FU-10004671,2,4.0,6.0,4.0
2592,2022-09-25,Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Tables,FUR-TA-10003569,3,240.0,360.0,140.0
2593,2023-02-06,Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Technology,Phones,TEC-PH-10002807,2,24.0,56.0,24.0
2594,2022-12-21,Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Office Supplies,Binders,OFF-BI-10001597,8,66.0,264.0,6.0
2595,2023-06-04,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,OFF-EN-10003296,2,54.0,126.0,34.0
2596,2023-11-03,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,OFF-BI-10004632,3,182.0,728.0,112.0
2597,2022-09-23,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Technology,Phones,TEC-PH-10002310,3,177.0,413.0,87.0
2598,2022-04-10,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Storage,OFF-ST-10000078,2,159.0,371.0,89.0
2599,2022-10-10,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10001752,3,3.0,7.0,3.0
2600,2022-02-04,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10000026,2,48.0,72.0,28.0
2601,2022-08-27,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,OFF-SU-10002573,7,36.0,84.0,16.0
2602,2022-08-17,Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000349,3,4.0,6.0,4.0
2603,2023-09-14,Same Day,Consumer,United States,New York City,New York,10035,East,Technology,Machines,TEC-MA-10003356,3,675.0,675.0,565.0
2604,2023-12-13,Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10000362,1,42.0,98.0,12.0
2605,2022-06-07,Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10003878,4,24.0,36.0,14.0
2606,2022-04-15,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10000591,1,0.0,0.0,0.0
2607,2023-08-05,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Art,OFF-AR-10003727,1,4.0,16.0,4.0
2608,2022-12-26,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Accessories,TEC-AC-10001635,3,10.0,10.0,10.0
2609,2023-11-06,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,OFF-LA-10001317,1,0.0,0.0,0.0
2610,2023-12-11,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Tables,FUR-TA-10000577,5,244.0,976.0,184.0
2611,2022-07-02,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,OFF-LA-10000248,2,3.0,7.0,3.0
2612,2022-12-17,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,OFF-PA-10000955,3,4.0,16.0,4.0
2613,2023-10-16,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,FUR-FU-10000221,3,3.0,7.0,3.0
2614,2023-12-13,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,FUR-CH-10002304,2,16.0,24.0,16.0
2615,2023-05-21,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10004886,3,46.0,184.0,26.0
2616,2022-03-02,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10001525,6,8.0,12.0,8.0
2617,2022-04-04,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10003663,2,3.0,7.0,3.0
2618,2022-05-14,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001294,13,60.0,60.0,40.0
2619,2023-10-01,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Art,OFF-AR-10000369,3,0.0,0.0,0.0
2620,2022-11-05,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Technology,Phones,TEC-PH-10001300,4,28.0,42.0,18.0
2621,2022-11-25,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Storage,OFF-ST-10000876,3,8.0,32.0,-2.0
2622,2023-12-28,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Labels,OFF-LA-10001404,5,8.0,12.0,8.0
2623,2023-02-28,Second Class,Corporate,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,OFF-PA-10001972,4,6.0,24.0,6.0
2624,2023-04-11,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,TEC-CO-10004722,4,2240.0,8960.0,1340.0
2625,2022-12-17,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10001494,8,1200.0,1200.0,960.0
2626,2023-09-16,First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Envelopes,OFF-EN-10002500,5,30.0,30.0,30.0
2627,2022-01-15,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10003800,1,15.0,35.0,15.0
2628,2023-05-11,First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Accessories,TEC-AC-10002399,4,18.0,42.0,18.0
2629,2023-06-29,First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Machines,TEC-MA-10002210,7,325.0,325.0,225.0
2630,2023-12-15,First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,OFF-BI-10003196,10,3.0,7.0,3.0
2631,2023-06-15,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,OFF-PA-10000477,3,3.0,7.0,3.0
2632,2022-01-04,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10000076,2,8.0,32.0,8.0
2633,2022-03-22,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10002017,2,16.0,24.0,6.0
2634,2022-04-16,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10004287,1,110.0,110.0,70.0
2635,2023-03-09,Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,FUR-FU-10003829,2,0.0,0.0,0.0
2636,2022-05-03,Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,OFF-BI-10004728,5,4.0,6.0,4.0
2637,2022-02-24,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10000046,2,160.0,160.0,140.0
2638,2023-04-27,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000697,4,6.0,14.0,6.0
2639,2023-05-08,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000848,3,5.0,5.0,5.0
2640,2022-07-16,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10004691,3,18.0,42.0,18.0
2641,2023-05-26,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10000595,4,258.0,602.0,158.0
2642,2023-09-02,Standard Class,Consumer,United States,Hot Springs,Arkansas,71901,South,Technology,Accessories,TEC-AC-10000927,1,12.0,18.0,12.0
2643,2022-09-21,First Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,OFF-PA-10001289,6,95.0,95.0,65.0
2644,2022-05-02,Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Technology,Phones,TEC-PH-10003092,1,8.0,32.0,8.0
2645,2022-10-15,Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,FUR-FU-10000206,8,6.0,14.0,6.0
2646,2022-01-27,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,FUR-FU-10004270,3,18.0,42.0,8.0
2647,2022-04-09,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,OFF-BI-10000948,3,20.0,20.0,20.0
2648,2022-12-07,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,OFF-PA-10000223,2,3.0,7.0,3.0
2649,2022-02-08,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,FUR-FU-10004665,6,328.0,492.0,198.0
2650,2022-10-27,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Phones,TEC-PH-10000215,3,30.0,70.0,20.0
2651,2022-07-23,Standard Class,Corporate,United States,Hesperia,California,92345,West,Furniture,Bookcases,FUR-BO-10004467,5,210.0,210.0,140.0
2652,2023-04-13,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10000829,3,4.0,6.0,4.0
2653,2023-06-09,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10003712,3,4.0,6.0,4.0
2654,2023-01-02,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,OFF-PA-10000062,3,64.0,96.0,44.0
2655,2022-10-30,Second Class,Corporate,United States,Provo,Utah,84604,West,Furniture,Bookcases,FUR-BO-10003404,3,516.0,774.0,306.0
2656,2022-06-01,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10004233,2,15.0,15.0,15.0
2657,2023-11-08,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Storage,OFF-ST-10001272,2,52.0,208.0,12.0
2658,2022-12-13,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Labels,OFF-LA-10001175,5,2.0,8.0,2.0
2659,2022-08-21,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,OFF-EN-10004030,3,5.0,5.0,5.0
2660,2022-07-10,Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Furniture,Chairs,FUR-CH-10004287,4,440.0,440.0,280.0
